1,246,8
2,690,1
3,690,4
4,613,2
5,254,6
6,358,1
7,358,4
8,119,1
9,119,10
10,358,1
11,358,12
12,608,12
13,545,6
14,451,10
15,119,2
16,608,48
17,325,4
18,419,2
19,451,4
20,119,2
21,613,6
22,214,3
23,419,4
24,451,2
25,214,1
26,120,54
27,451,4
28,246,4
29,358,10
30,119,10
31,189,28
32,690,12
33,427,18
34,545,14
35,451,6
36,522,2
37,95,1
38,95,12
39,246,8
40,214,28
41,119,12
42,509,10
43,451,4
44,427,8
45,165,8
46,545,6
47,246,12
48,189,18
49,509,11
50,451,10
51,90,18
52,302,34
53,339,2
54,545,8
55,637,1
56,339,8
57,509,4
58,637,1
59,637,6
60,226,2
61,189,28
62,451,30
63,613,6
64,90,10
65,325,2
66,170,6
67,358,6
68,246,4
69,522,10
70,226,1
71,690,8
72,226,19
73,651,10
74,246,2
75,637,14
76,120,4
77,177,2
78,358,6
79,246,16
80,119,12
81,3,4
82,545,10
83,522,34
84,214,10
85,165,12
86,651,8
87,64,14
88,177,6
89,226,54
90,214,2
91,119,8
92,38,14
93,177,2
94,325,18
95,246,66
96,254,26
97,34,8
98,214,2
99,442,26
100,313,6
101,36,4
102,64,1
103,266,2
104,3,2
105,36,1
106,64,2
107,313,1
108,613,4
109,266,1
110,165,3
111,313,6
112,34,2
113,3,2
114,38,7
115,90,18
116,351,6
117,339,4
118,313,1
119,170,8
120,34,48
121,119,8
122,322,1
123,165,9
124,64,8
125,214,6
126,254,6
127,272,8
128,266,4
129,267,1
130,165,2
131,170,4
132,3,6
133,177,18
134,214,2
135,36,2
136,90,14
137,363,22
138,267,2
139,176,14
140,36,4
141,38,2
142,214,2
143,267,12
144,358,8
145,36,8
146,254,4
147,189,4
148,256,4
149,313,2
150,226,12
151,364,2
152,90,6
153,254,1
154,177,1
155,30,2
156,165,12
157,254,40
158,358,10
159,38,2
160,30,12
161,214,4
162,64,10
163,256,2
164,272,4
165,176,10
166,95,4
167,246,30
168,36,2
169,256,6
170,177,4
171,226,6
172,165,12
173,358,10
174,72,4
175,267,4
176,90,6
177,30,2
178,3,2
179,64,2
180,91,14
181,272,12
182,325,8
183,64,1
184,292,4
185,193,10
186,256,8
187,3,2
188,64,12
189,165,20
190,237,16
191,266,4
192,16,8
193,177,4
194,267,2
195,76,8
196,36,2
197,256,4
198,325,6
199,214,6
200,226,6
201,313,22
202,3,2
203,16,10
204,254,2
205,358,4
206,246,10
207,64,4
208,272,6
209,267,10
210,256,8
211,325,14
212,302,4
213,254,2
214,57,24
215,193,2
216,95,4
217,36,2
218,363,4
219,7,6
220,165,6
221,237,22
222,196,4
223,364,2
224,38,14
225,246,38
226,302,2
227,272,6
228,267,16
229,30,16
230,76,2
231,358,1
232,325,1
233,302,10
234,36,26
235,358,8
236,120,2
237,266,2
238,90,2
239,363,14
240,272,6
241,120,9
242,7,2
243,193,4
244,313,2
245,226,2
246,198,6
247,364,2
248,189,2
249,64,28
250,38,20
251,266,2
252,256,6
253,313,4
254,254,16
255,177,2
256,214,4
257,364,6
258,90,2
259,292,4
260,7,2
261,237,14
262,120,4
263,165,4
264,176,6
265,302,2
266,170,18
267,313,14
268,272,8
269,7,2
270,214,2
271,292,4
272,165,4
273,256,2
274,226,2
275,364,4
276,7,6
277,267,6
278,302,4
279,196,2
280,176,2
281,95,4
282,292,2
283,193,10
284,237,4
285,325,10
286,272,6
287,254,6
288,177,1
289,214,16
290,246,6
291,339,6
292,177,8
293,316,6
294,16,34
295,120,8
296,226,4
297,3,12
298,72,4
299,292,6
300,272,4
301,176,6
302,325,7
303,36,16
304,316,4
305,165,2
306,72,8
307,364,2
308,177,2
309,292,3
310,23,2
311,64,2
312,267,2
313,193,16
314,339,6
315,176,8
316,358,2
317,267,2
318,266,12
319,165,4
320,325,8
321,30,2
322,90,4
323,95,4
324,30,1
325,165,4
326,176,4
327,7,10
328,325,2
329,30,6
330,76,18
331,266,6
332,90,22
333,95,6
334,165,18
335,325,6
336,95,1
337,34,8
338,95,8
339,176,2
